"","MasterID","county","huc","smcshed","smc_lu","COMID","psa6c","strcls","lower","meds","upper","csci_sampledate","CSCI","yr","h_asci_max","ASCI","TN","total_n_rep_calc","TP","total_p_rep_calc","Cond","IPI","ev_flowhab","Ev_FlowHab","h_aqhab","H_AqHab","h_subnat","H_SubNat","pct_safn","PCT_SAFN","pct_safn_pred","xcmg","XCMG","xcmg_pred","pct_rc","indexscore_cram","bs","blc","hy","ps","psa2","missing_habitat","missing_chemistry","missing_cram","data_complete","filled_columns","Ev_FlowHab_raw","H_AqHab_raw","H_SubNat_raw","PCT_SAFN_raw","XCMG_raw","cnty","SMC_Name","RBNAME","geometry","pChem","pHab","pChemHab","BiologicalCondition","WaterChemistryCondition","HabitatCondition","OverallStressCondition","OverallStressCondition_detail","StreamHealthIndex","all_there"
"188","405M10598","Los Angeles",405,"San Gabriel","Urban","22524751","SC","likely constrained",0.31993465,0.54821523,0.75994874,2015-06-30,0.37838388,2015,"0.540213264193792","0.506648883615023",4.41,5.17,0.16,0.16,832,0.21,0.73,0.76,0.26,0.07,0,0,0,0,33.88,0,0.07,116.5,100,33,25,50,33.33,25,"Arid","NO","NO","NO","YES","",0.73,0.26,0,0,0,"Los Angeles","San Gabriel","Los Angeles",c(-117.77146, 34.06991),0.95050929029876,0.999718257756689,0.999986056376426,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"189","405M10599","Los Angeles",405,"San Gabriel","Urban","22524955","SC","likely constrained",0.24173837,0.49449949,0.77589765,2015-06-30,0.309854,2015,"0.695241857245014","0.800429518291223",2.12,2.12,0.175,0.175,960,0.17,0.5,0.51,0.24,0.12,0,0,0,0.16,49.9,3,0,132.7,100,39,33.33,62.5,33.33,25,"Arid","NO","NO","NO","YES","",0.5,0.24,0,0,3,"Los Angeles","San Gabriel","Los Angeles",c(-118.04896, 33.95045),0.956069926642091,0.999587919485466,0.999981897272767,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"190","801M15376","San Bernardino",801,"Middle Santa Ana","Urban","22557906","SC","likely constrained",0.35908381,0.5706308,0.75508533,2015-06-30,0.27350706,2015,"0.742651204922519","0.725272086818099",1.47,1.47,0.122,0.122,588,0.02,0,0,0,0,0,0,0,0,30.97,0,0.05,119.78,100,27,25,25,33.33,25,"Arid","NO","NO","NO","YES","",0,0,0,0,0,"San Bernardino","Middle Santa Ana","Santa Ana",c(-117.54148, 34.082),0.842474653395965,0.999726009649487,0.999956839575069,"Impacted for CSCI and ASCI","Moderate","Severe","Severe","Stressed by habitat degradation","Impacted and stressed",TRUE
"191","402M00009","Ventura",402,"Ventura","Open","17586774","SC","likely unconstrained",0.79281394,1.00320765,1.14129416,2015-06-29,0.28871308,2015,"0.955709346862757","1.02815910224468",0,0,0.012,0.012,754,0.95,0.16,0.15,1.54,0.78,2.03,1,24,0.77,22.24,134,0.82,120.95,0,95,88.89,100,91.67,100,"Arid","NO","NO","NO","YES","",0.16,1.54,2.03,24,134,"Ventura","Ventura","Los Angeles",c(-119.37505, 34.41824),0.287634449170452,0.300092254740476,0.501409833518332,"Impacted for CSCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
"192","403M01505","Ventura",403,"Santa Clara","Agricultural","17574589","SC","possibly unconstrained",0.65460771,0.81932761,1.03456632,2015-06-29,0.64571281,2015,"0.952601513148729","1.05292694092958",0.29,0.29,0.01,0.01,1324,0.96,0.81,0.85,1.47,0.92,1.61,0.85,53,0.64,48.7,55,0.58,84.3,8,67,58.33,75,83.33,50,"Arid","NO","NO","NO","YES","",0.81,1.47,1.61,53,55,"Ventura","Santa Clara","Los Angeles",c(-118.92546, 34.41709),0.714124724902846,0.665424926183214,0.904353258731976,"Impacted for CSCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"193","403M05757","Los Angeles",403,"Santa Clara","Open","17570253","SC","possibly unconstrained",0.57612738,0.94029208,1.17364425,2015-06-29,1.08139848,2015,"1.07377785959116","1.10767438076274",0,0,0.0525,0.0525,581,0.82,0.7,0.73,1.42,0.7,1.84,0.97,48,0.72,43.27,52,0.32,125.35,1,67,61.11,93.29,75,37.5,"Arid","NO","NO","NO","YES","",0.7,1.42,1.84,48,52,"Los Angeles","Santa Clara","Los Angeles",c(-118.43467, 34.54518),0.446266451773653,0.835002530394686,0.90863536570708,"Healthy","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Healthy and resilient",TRUE
"194","403M05758","Los Angeles",403,"Santa Clara","Agricultural","17574585","SC","possibly constrained",0.41079015,0.62139432,0.82336819,2015-06-29,0.79569974,2015,"0.282412007667558","0.273090905514258",2.8,2.8,0.69,0.69,1241,1.13,0.72,0.75,1.54,0.88,1.48,0.78,50,0.75,46.26,224,1,85.94,0,76,72.22,90.29,66.67,75,"Arid","NO","NO","NO","YES","",0.72,1.54,1.48,50,224,"Los Angeles","Santa Clara","Los Angeles",c(-118.61254, 34.43484),0.994981592982552,0.801099110187393,0.999001834378788,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"195","801M15366","San Bernardino",801,"Upper Santa Ana","Open","22555342","SC","possibly unconstrained",0.5681757,0.83163279,0.99561212,2015-06-29,0.90246572,2015,"0.533992120613101","0.619608791566113",0.2875,0.275,0.061,0.122,1245.33333333333,0.95,0.6,0.62,1.34,0.8,1.27,0.67,59,0.38,26.48,152,0.93,121.2,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.6,1.34,1.27,59,152,"San Bernardino","Upper Santa Ana","Santa Ana",c(-117.26687, 34.1728),0.888145926417637,0.768986596092995,0.974160209720874,"Impacted for ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"196","902M20161","San Diego",902,"Northern San Diego","Urban","22549101","SC","possibly unconstrained",0.53707667,0.8144119,1.00898866,2015-06-25,0.46126993,2015,"0.54317848373624","0.604902868055597",79,79,0.1105,0.1105,3321,0.28,0.11,0.09,0.51,0.19,1.08,0.57,82,0.42,52,12,0,140.58,0,31,25,25,50,25,"Arid","NO","NO","NO","YES","",0.11,0.51,1.08,82,12,"San Diego","Northern San Diego","San Diego",c(-117.14103, 33.4187),0.999943680676189,0.995484823822005,0.999999745708331,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"197","801MIC034","San Bernardino",801,"Upper Santa Ana","Open","22558944","SC","possibly unconstrained",0.58359094,0.87542962,1.12630465,2015-06-25,0.64803126,2015,"1.048934978","1.087878597",0.182,0.214,0.1305,NA,236,0.5,0.05,0.03,1.28,0.8,1.05,0.55,55,0.37,21.24,33,0.27,115.32,0,63,25,90.29,75,62.5,"Arid","NO","NO","NO","YES","",0.05,1.28,1.05,55,33,"San Bernardino","Upper Santa Ana","Santa Ana",c(-116.92669, 34.08909),0.552786310098389,0.939173227541293,0.972797434643936,"Impacted for CSCI","Moderate","Severe","Severe","Stressed by habitat degradation","Impacted and stressed",TRUE
"198","481M15356","Los Angeles",481,"Middle Santa Ana","Open","22554738","SC","possibly unconstrained",0.63988934,0.93325356,1.13587714,2015-06-24,1.00696064,2015,"0.849748957859229","0.784115270434044",0.183,0.183,0.163,NA,301.666666666667,0.98,0.65,0.68,1.05,0.72,1.46,0.77,50,0.29,10.19,174,1,106.16,0,81,72,92,81,75,"Arid","NO","NO","YES","YES","cram_score,cram_bioticstructure,cram_bufferandladscapecontext,cram_hydrology,cram_physicalstructure",0.65,1.05,1.46,50,174,"Los Angeles","Middle Santa Ana","Los Angeles",c(-117.66159, 34.23115),0.644618133215461,0.797995825657266,0.92821137942381,"Impacted for ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"199","407M01516","Ventura",407,"Santa Clara","Urban","17587628","SC","likely constrained",0.23296649,0.57843619,0.7621396,2015-06-24,0.44361338,2015,"0.645595641250578","0.633208766413533",15,15,0.047,0.047,7188,0.38,0.88,0.92,0.43,0.12,1.21,0.64,7,0.07,40.3,7,0,134.85,91,37,25,66.46,33.33,25,"Arid","NO","NO","NO","YES","",0.88,0.43,1.21,7,7,"Ventura","Santa Clara","Los Angeles",c(-119.25498, 34.25539),0.999999980934997,0.999685047286682,0.999999999993995,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"200","903M20153","San Diego",903,"Northern San Diego","Agricultural","20342487","SC","possibly constrained",0.41991024,0.65681527,1.00898866,2015-06-24,0.95150194,2015,"0.58263586485649","0.663002387373798",23.15,23,0.17,0.17,1947,0.91,0.46,0.47,1.85,1,1.41,0.74,72,0.68,63.13,126,0.63,146.08,0,50,58.33,48.92,66.67,25,"Arid","NO","NO","NO","YES","",0.46,1.85,1.41,72,126,"San Diego","Northern San Diego","San Diego",c(-117.10161, 33.31876),0.99830700210181,0.892698459684653,0.999818338717774,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"201","906M23302","San Diego",906,"Mission Bay and San Diego River","Urban","20331478","SC","likely constrained",0.247125,0.38991417,0.69941629,2015-06-23,0.6072872,2015,"0.420690092313436","0.488979423509976",0.3765,0.55,0.1685,NA,6936,1,0.27,0.26,1.76,0.98,1.66,0.87,22,1,56.19,142,0.72,147.02,0,55,47.22,86.42,50,37.5,"Arid","NO","NO","NO","YES","",0.27,1.76,1.66,22,142,"San Diego","Mission Bay and San Diego River","San Diego",c(-117.19986, 32.81736),0.999999959597412,0.934517505084164,0.999999997354338,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"202","403M01506","Ventura",403,"Santa Clara","Agricultural","17575737","SC","possibly constrained",0.5153454,0.73474188,0.97060435,2015-06-17,0.74445838,2015,"1.09154154065931","1.09036532540761",0.37,0.37,0.042,0.042,1687,0.97,0.99,1,1.56,0.93,1.52,0.8,49,0.76,46.38,38,0.47,85.36,0,65,47.22,82.92,66.67,62.5,"Arid","NO","NO","NO","YES","",0.99,1.56,1.52,49,38,"Ventura","Santa Clara","Los Angeles",c(-118.79347, 34.39739),0.947516765059451,0.891179815857762,0.994288764709389,"Impacted for CSCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"203","902WE0888","San Diego",902,"Northern San Diego","Agricultural","22548347","SC","possibly constrained",0.50620477,0.68864908,1.09602295,2015-06-16,0.84702119,2015,"0.586842292357222","0.604582091253919",3.977,3.977,0.0866,0.0866,1914,0.95,0.33,0.33,1.41,0.67,1.44,0.76,72,0.6,56.23,191,1,136.42,0,71,69.44,85.38,66.67,62.5,"Arid","NO","NO","NO","YES","",0.33,1.41,1.44,72,191,"San Diego","Northern San Diego","San Diego",c(-117.30182, 33.45407),0.992992114924545,0.863106364185527,0.999040665132651,"Impacted for ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"204","SMC16169","Orange",801,"Lower Santa Ana","Open","22561262","SC","possibly unconstrained",0.57540514,0.97947492,1.1541604,2015-06-16,0.79950826,2015,"0.815571809954733","0.771119419891851",0,0,0,NA,1879.5,1.08,0.24,0.23,1.51,0.74,1.93,1,10,0.98,24.47,182,1,132.3,0,80,75,86.42,83.33,75,"Arid","NO","NO","NO","YES","",0.24,1.51,1.93,10,182,"Orange","Lower Santa Ana","Santa Ana",c(-117.59351, 33.74655),0.730905543202773,0.286118230996468,0.807898373152551,"Impacted for ASCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
"205","408M03005","Ventura",408,"Calleguas","Urban","17563950","SC","possibly constrained",0.3137441,0.53393045,0.84746016,2015-06-15,0.69308165,2015,"0.736366847","0.624223506",0.56,0.56,0.028,0.028,1942,0.19,0.29,0.29,0.69,0.29,0,0,11,0,32.61,0,0.15,103.2,89,36,25,67.67,25,25,"Arid","NO","NO","NO","YES","",0.29,0.69,0,11,0,"Ventura","Calleguas","Los Angeles",c(-118.74203, 34.27001),0.964912088907832,0.999859865159928,0.999995082961191,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"206","408M03015","Ventura",408,"Calleguas","Urban","17564096","SC","likely constrained",0.247125,0.46040058,0.68513318,2015-06-15,0.65482216,2015,"0.369192188","0.529111646",0.97,0.97,0.033,0.033,2518,0.34,0.69,0.72,0.49,0.33,0.67,0.35,5,0.15,49.17,2,0,132.67,95,50,25,67.67,58.33,50,"Arid","NO","NO","NO","YES","",0.69,0.49,0.67,5,2,"Ventura","Calleguas","Los Angeles",c(-118.88115, 34.20947),0.993573955730069,0.995469159962411,0.999970884621338,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"207","402M00005","Ventura",402,"Ventura","Open","17585758","SC","likely unconstrained",0.85089452,1.02508846,1.18471536,2015-06-11,0.91093782,2015,"0.920324942","0.916640614",0,0,0.005,0.005,1210,1,0.75,0.78,1.21,0.73,1.85,0.97,16,0.77,14.25,69,0.64,86.83,0,89,77.78,100,91.67,87.5,"Arid","NO","NO","NO","YES","",0.75,1.21,1.85,16,69,"Ventura","Ventura","Los Angeles",c(-119.40097, 34.51364),0.449574905593948,0.355330096185873,0.645157507332369,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"208","905WE1018","San Diego",905,"Central San Diego","Open","20329672","SC","possibly unconstrained",0.60579252,0.94070131,1.17402469,2015-06-09,0.70469113,2015,"0.725792322570333","0.781527775282644",0.35,0.35,0.0852,0.0852,389,1.09,0.5,0.51,1.6,0.81,1.83,0.96,51,0.76,48.13,165,0.96,128.46,0,78,66.67,100,83.33,62.5,"Arid","NO","NO","NO","YES","",0.5,1.6,1.83,51,165,"San Diego","Central San Diego","San Diego",c(-116.68157, 33.12423),0.58741794618547,0.44986843849224,0.773025590484934,"Impacted for CSCI and ASCI","Moderate","Moderate","Moderate","Low stress","Impacted by unknown stress",TRUE
"209","404R4S089","Los Angeles",404,"Santa Monica Bay","Urban","20366115","SC","likely constrained",0.20938508,0.50800745,0.65917977,2015-05-28,0.32017135,2015,"0.831778975","0.874961227",2.15,2.15,0.0908,0.0908,3067.7,0.14,0.05,0.03,0.69,0.39,0,0,0,0.17,50.11,5,0.02,130.06,100,27,25,25,33.33,25,"Arid","NO","NO","NO","YES","",0.05,0.69,0,0,5,"Los Angeles","Santa Monica Bay","Los Angeles",c(-118.41426, 33.98426),0.999490713157725,0.99956341688326,0.999999777653963,"Impacted for CSCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"210","SMC11581","Riverside",801,"Middle Santa Ana","Agricultural","22563070","SC","likely constrained",0.36801074,0.60399059,0.76810914,2015-05-13,0.50325258,2015,"0.925669495491523","0.796694830905875",5.9,5.9,0.08,0.08,814,0.29,0.81,0.85,0,0.06,0,0,0,0.07,42.62,0,0.17,99.68,100,27,25,25,33.33,25,"Arid","NO","NO","NO","YES","",0.81,0,0,0,0,"Riverside","Middle Santa Ana","Santa Ana",c(-117.60611, 33.95246),0.912528311799126,0.999600764350794,0.999965078183774,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"211","403M05771","Los Angeles",403,"Santa Clara","Open","17572225","SC","possibly constrained",0.62873167,0.76988143,1.02228752,2015-04-30,0.90064153,2015,"0.645932230319473","0.644412353800744",0.41,0.41,0.034,0.034,880,1.14,0.78,0.82,1.44,0.85,1.55,0.82,44,0.73,40.31,198,1,122.88,1,75,77.78,92.04,66.67,62.5,"Arid","NO","NO","NO","YES","",0.78,1.44,1.55,44,198,"Los Angeles","Santa Clara","Los Angeles",c(-118.79476, 34.69939),0.685177109170696,0.810449277392496,0.940325093549922,"Impacted for ASCI","Moderate","Moderate","Severe","Stressed by low levels of chemistry or habitat degradation","Impacted and stressed",TRUE
"212","404R4S009","Ventura",404,"Santa Monica Bay","Urban","20364683","SC","likely constrained",0.38018786,0.50199914,0.74323586,2015-04-30,0.57638369,2015,"0.705828031","0.824530586",0.336,0.336,0.181,NA,4484,1.03,0.76,0.79,2.02,1,1.14,0.6,51,0.48,25.74,155,0.91,126.45,0,65,52.78,75,58.33,75,"Arid","NO","NO","NO","YES","",0.76,2.02,1.14,51,155,"Ventura","Santa Monica Bay","Los Angeles",c(-118.76169, 34.17601),0.99998454400597,0.958376412885315,0.999999356666086,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"213","906M23318","San Diego",906,"Mission Bay and San Diego River","Urban","20331462","SC","likely constrained",0.2714638,0.44696832,0.72923718,2015-04-28,0.40645762,2015,"0.703509496866437","0.675168337337",0.32,0.64,0.075,0.075,6880,1.14,0.59,0.61,1.36,0.73,1.65,0.87,8,1,54.95,190,1,141.47,0,58,69.44,43.13,58.33,62.5,"Arid","NO","NO","NO","YES","",0.59,1.36,1.65,8,190,"San Diego","Mission Bay and San Diego River","San Diego",c(-117.23035, 32.8249),0.999999892647815,0.811132172802616,0.999999979724626,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"214","405M10596","Los Angeles",405,"San Gabriel","Urban","22525159","SC",NA,-999999,-999999,-999999,2015-04-27,0.31429106,2015,"0.938628237","0.90123687",2.22,2.22,0.156,0.156,1139,0.07,0.17,0.16,0,0,0,0,0,0.17,50.19,0,0,128.54,100,29,27.78,30.17,33.33,25,"Arid","NO","NO","NO","YES","",0.17,0,0,0,0,"Los Angeles","San Gabriel","Los Angeles",c(-118.12821, 33.81024),0.968286709578396,0.999575427278706,0.999986535401984,"Impacted for CSCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"215","911M24916","San Diego",911,"Southern San Diego","Open","20325725","SC","possibly constrained",0.31252385,0.57299438,0.98853572,2015-04-23,0.54575604,2015,"0.560312194365911","0.587815007008708",3,3,0.0276,0.038,10344,0.92,0,0,1.38,0.8,1.73,0.91,24,1,63.81,143,0.75,142.31,0,54,52.78,62.5,50,50,"Arid","NO","NO","NO","YES","",0,1.38,1.73,24,143,"San Diego","Southern San Diego","San Diego",c(-116.99128, 32.54938),0.999999999975052,0.931908755643847,0.999999999998301,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"216","802WE0658","Riverside",802,"San Jacinto","Open","22535146","SC","possibly unconstrained",0.74065798,0.974679,1.17744277,2015-04-21,0.95904464,2015,"1.037325842","1.00690507",0.115,0.115,0.0458,NA,104.7,0.89,0.65,0.68,1.06,0.68,1.79,0.94,52,0.42,22.19,103,0.67,116.43,0,88,77.78,93.29,91.67,87.5,"Arid","NO","NO","NO","YES","",0.65,1.06,1.79,52,103,"Riverside","San Jacinto","Santa Ana",c(-116.74831, 33.79824),0.231583889059069,0.600642796090884,0.693127490495913,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"217","802S09698","Riverside",802,"San Jacinto","Open","22536092","SC","possibly unconstrained",0.68082268,0.974679,1.12459047,2015-04-21,0.86892945,2015,"0.866113395891965","0.91195558231046",0.7,0.7,0.04,0.04,197,0.83,0.63,0.65,1.29,0.68,1.45,0.76,50,0.57,32.56,93,0.56,125.28,0,74,58.33,80.63,83.33,75,"Arid","NO","NO","NO","YES","",0.63,1.29,1.45,50,93,"Riverside","San Jacinto","Santa Ana",c(-116.70739, 33.7459),0.359704469701479,0.71598076477985,0.818143753169734,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"218","403STC010","Ventura",403,"Santa Clara","Open","17568119","SC","possibly unconstrained",0.75303011,1.06300051,1.13163068,2015-04-15,0.81136446,2015,"1.118595134","1.149221012",0.0616,0.0616,0.0191,NA,512,1.08,0.83,0.87,1.47,0.79,1.61,0.85,29,0.74,24.39,128,0.85,110.03,0,77,36.11,100,83.33,87.5,"Arid","NO","NO","NO","YES","",0.83,1.47,1.61,29,128,"Ventura","Santa Clara","Los Angeles",c(-119.15833, 34.53306),0.266716796611676,0.503010713703444,0.635566104094785,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
"219","801M16861","Riverside",801,"Middle Santa Ana","Urban","22560686","SC","possibly constrained",0.34700292,0.632557,0.89729398,2015-04-15,0.67479048,2015,"0.412607507998933","0.506406512152626",9.2,9.2,0.088,0.11,1998,1.03,0.9,0.95,1.45,0.77,1.63,0.86,38,0.84,41.91,129,0.65,145.05,0,66,52.78,93.29,66.67,50,"Arid","NO","NO","NO","YES","",0.9,1.45,1.63,38,129,"Riverside","Middle Santa Ana","Santa Ana",c(-117.36136, 33.89732),0.995917446965309,0.83378114647291,0.99932140271511,"Impacted for CSCI and ASCI","Severe","Moderate","Severe","Stressed by chemistry degradation","Impacted and stressed",TRUE
"220","801M16873","Riverside",801,"Middle Santa Ana","Urban","22560696","SC","likely constrained",0.20878567,0.41792505,0.67271153,2015-04-15,0.53443229,2015,"0.320731699197952","0.565479857092",9.5,11,0.36,0.36,952,0.13,0,0,0.65,0.35,0,0,0,0.23,54.37,2,0,141.23,99,27,25,25,33.33,25,"Arid","NO","NO","NO","YES","",0,0.65,0,0,2,"Riverside","Middle Santa Ana","Santa Ana",c(-117.4664, 33.90145),0.987545763725424,0.999492111356742,0.999993674634836,"Impacted for CSCI and ASCI","Severe","Severe","Severe","Stressed by chemistry and habitat degradation","Impacted and stressed",TRUE
"221","403STC030","Ventura",403,"Santa Clara","Open","17567951","SC","possibly unconstrained",0.73481593,0.95620846,1.11055422,2015-04-14,1.0058479,2015,"1.025415554","1.035785797",0.0591,0.0591,0.0361,NA,720,0.99,0.68,0.71,1.59,0.8,1.69,0.89,52,0.62,37.88,109,0.75,108.42,0,87,77.78,100,83.33,87.5,"Arid","NO","NO","NO","YES","",0.68,1.59,1.69,52,109,"Ventura","Santa Clara","Los Angeles",c(-119.15556, 34.57),0.495191747247557,0.624831083724608,0.810611634887992,"Healthy","Moderate","Moderate","Moderate","Low stress","Healthy and unstressed",TRUE
